year;age;sex;maritl;race;education;jobclass;health;health_ins;logwage;wage
2007;52;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.51;91.09
2008;54;Male;Separated;White; HS Grad; Industrial;Regular o Mala; Yes;4.74;114.48
2004;42;Male;Married;White; College Grad; Information;Regular o Mala; Yes;5.08;160.64
2007;31;Male;Married;Black; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2006;46;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.94;139.68
2008;44;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.83;125.12
2009;45;Male;Separated;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.73;113.57
2003;40;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;5.2;182.02
2005;31;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.63;102.87
2006;19;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.34;76.89
2003;43;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.7;109.83
2007;56;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.96;142.46
2006;55;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.62;101.82
2006;59;Male;Married;White; Advanced Degree; Information;Regular o Mala; Yes;4.78;118.88
2009;49;Male;Divorced;White;  < HS Grad; Information;Regular o Mala; Yes;4.63;102.87
2009;42;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.86;128.68
2008;27;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.11;61.19
2003;34;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.4;81.29
2004;33;Male;Married;Black; Some College; Information;Muy Buena o Excelente; Yes;4.65;104.92
2003;35;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.97;144.48
2004;40;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.78;118.88
2004;53;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.54;94.07
2007;47;Male;Married;Black; College Grad; Information;Muy Buena o Excelente; Yes;4.3;73.78
2009;34;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.13;169.07
2006;25;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.24;69.62
2006;56;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.83;124.72
2005;54;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.75;115.52
2003;41;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.49;89.24
2004;44;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.14;170.7
2004;44;Male;Divorced;White; College Grad; Information;Regular o Mala; Yes;4.6;99.69
2005;46;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2009;38;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2008;36;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.86;128.68
2009;27;Male;Never Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.6;99.69
2008;33;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.86;128.68
2006;56;Male;Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.94;140.4
2005;52;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.72;111.72
2008;33;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.83;125.53
2008;32;Male;Married;Asian; College Grad; Industrial;Muy Buena o Excelente; No;4.54;94.07
2008;39;Male;Divorced;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2005;22;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.28;72.15
2009;53;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.65;104.92
2005;37;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.3;73.78
2008;40;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.88;130.98
2005;51;Male;Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.36;78.21
2008;40;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.51;90.48
2006;56;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.76;117.15
2009;50;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2009;49;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;5.11;166.32
2007;32;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.4;81.28
2004;21;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.43;84.05
2004;48;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.74;114.48
2007;48;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.3;73.78
2004;32;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.75;115.11
2003;30;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;3.97;53.03
2006;30;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.78;118.88
2003;33;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.38;79.85
2005;56;Male;Married;Asian; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.03;56.45
2004;46;Male;Divorced;Black; Some College; Information;Muy Buena o Excelente; Yes;4.51;90.48
2003;49;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.65;104.92
2008;24;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.48;87.98
2009;48;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.99;147.12
2006;37;Male;Divorced;White; College Grad; Industrial;Regular o Mala; No;4.7;109.83
2007;53;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.78;118.88
2004;56;Male;Married;Black; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.95;141.78
2008;34;Male;Married;Black; Some College; Information;Muy Buena o Excelente; No;4.69;108.87
2004;56;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.65;104.92
2006;48;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2006;47;Male;Married;Black; HS Grad; Industrial;Muy Buena o Excelente; No;3.3;27.14
2003;52;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.26;70.48
2009;40;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;5.12;166.88
2008;25;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2009;35;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.76;117.15
2006;40;Male;Never Married;Black; Some College; Information;Regular o Mala; Yes;4.64;103.9
2009;22;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;3.54;34.61
2003;50;Male;Divorced;White; Some College; Information;Regular o Mala; Yes;4.61;100.01
2008;48;Male;Separated;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.17;64.87
2007;40;Male;Never Married;Asian; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2003;45;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.85;127.12
2004;30;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2003;46;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.76;117.15
2008;34;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.9;134.71
2007;32;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2004;53;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;4.96;143.13
2008;32;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.34;76.89
2004;39;Male;Married;Black; College Grad; Industrial;Muy Buena o Excelente; No;4.6;99.69
2007;51;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.54;94.07
2004;40;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.32;75.36
2009;66;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.85;127.12
2006;40;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.11;166.32
2009;52;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.89;133.23
2007;36;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.83;125.53
2007;32;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.49;89.49
2008;45;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.43;84.05
2006;37;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;5.13;169.07
2004;47;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.08;160.64
2008;49;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.97;144.17
2003;53;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.3;73.78
2007;66;Male;Divorced;Black; HS Grad; Information;Regular o Mala; Yes;4.26;70.48
2006;33;Male;Married;White;  < HS Grad; Information;Regular o Mala; No;4.3;73.78
2004;58;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; No;4.54;94.07
2008;41;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.42;83.19
2009;54;Male;Married;Asian; Some College; Information;Muy Buena o Excelente; Yes;4.9;134.71
2009;26;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.46;86.7
2008;24;Male;Never Married;Other; HS Grad; Industrial;Regular o Mala; No;4.26;70.48
2007;62;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.88;130.98
2005;63;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.91;136.3
2005;26;Male;Never Married;Asian; College Grad; Industrial;Muy Buena o Excelente; Yes;4.74;114.02
2004;45;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.66;106.13
2003;23;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.48;87.98
2008;31;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.76;116.27
2003;44;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.96;143.13
2003;43;Male;Never Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;400;54.6
2004;48;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;3.88;48.19
2008;48;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.81;123.09
2006;55;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.77;117.58
2008;48;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.98;145.14
2009;63;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2004;57;Male;Married;Black; HS Grad; Information;Muy Buena o Excelente; Yes;4.58;97.49
2008;69;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2009;31;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2005;43;Male;Separated;White; College Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2003;19;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;3.95;51.9
2005;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2007;31;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; No;4.9;134.71
2004;49;Male;Never Married;Other;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.48;87.98
2006;29;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.56;95.23
2008;26;Male;Married;Other; Some College; Information;Muy Buena o Excelente; Yes;4.34;76.89
2007;37;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.76;116.27
2006;30;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.4;81.28
2009;35;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.88;131.62
2004;40;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.76;117.15
2005;44;Male;Divorced;Other; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.23;68.75
2004;65;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.83;125.53
2007;54;Male;Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.62;101.82
2009;56;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.94;140.4
2008;48;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.68;107.9
2009;37;Male;Divorced;White; Some College; Industrial;Regular o Mala; No;4.06;58.01
2005;30;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2005;46;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.45;85.38
2009;37;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.88;131.74
2005;58;Male;Divorced;Black; HS Grad; Information;Muy Buena o Excelente; No;4.4;81.28
2007;52;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.46;86.7
2006;45;Male;Married;White; Some College; Information;Regular o Mala; Yes;5.06;157.7
2008;33;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2004;51;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.51;90.48
2008;50;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;3.85;46.76
2006;42;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.45;85.38
2004;46;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.94;139.7
2005;43;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2003;47;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2005;47;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.78;118.88
2004;44;Male;Married;White; College Grad; Information;Regular o Mala; No;4.26;71.15
2008;36;Male;Married;Asian; HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2008;39;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.18;65.11
2003;29;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.83;125.53
2005;40;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.81;123.09
2007;20;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.26;70.82
2004;32;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.72;112.65
2003;36;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.46;86.7
2009;31;Male;Never Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2005;28;Male;Married;Asian; College Grad; Industrial;Muy Buena o Excelente; Yes;4.88;130.98
2005;41;Male;Divorced;Other; Some College; Information;Regular o Mala; Yes;4.76;117.15
2004;54;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.18;176.99
2004;42;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.78;118.88
2003;19;Male;Never Married;White; HS Grad; Information;Regular o Mala; Yes;4.23;68.75
2003;64;Male;Never Married;White; Some College; Information;Regular o Mala; Yes;4.6;99.69
2003;31;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.53;92.66
2004;37;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.7;109.83
2004;30;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.48;87.98
2005;24;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2006;26;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.32;75.04
2004;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2004;53;Male;Never Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.39;80.57
2004;42;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.74;114.48
2009;44;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.11;166.32
2003;25;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.45;85.38
2004;46;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;3.78;43.74
2003;52;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.62;101.82
2008;33;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.48;87.98
2007;30;Male;Married;Black; Some College; Information;Muy Buena o Excelente; No;4.8;121.43
2007;38;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2005;29;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.38;79.85
2008;57;Male;Married;Asian; College Grad; Industrial;Regular o Mala; Yes;4.85;127.12
2003;50;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.75;115.29
2008;23;Male;Never Married;White; Some College; Industrial;Regular o Mala; No;4.59;98.6
2006;46;Male;Divorced;White; Some College; Information;Muy Buena o Excelente; Yes;4.97;144.48
2005;61;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;4.91;136.16
2007;70;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.61;100.76
2009;59;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.34;76.89
2003;57;Male;Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.51;90.48
2003;25;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.46;86.7
2005;48;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.82;123.91
2009;52;Male;Married;Asian; Advanced Degree; Information;Regular o Mala; No;4.18;65.11
2009;44;Male;Separated;White; College Grad; Information;Muy Buena o Excelente; Yes;4.88;131.74
2004;40;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.2;66.96
2005;51;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;5.11;166.32
2003;43;Male;Married;Asian;  < HS Grad; Information;Muy Buena o Excelente; No;4.18;65.11
2003;42;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.79;120.59
2008;28;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.62;101.82
2003;54;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;500;148.41
2005;34;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.07;159.05
2004;50;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2005;36;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.94;140.05
2005;36;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.89;132.35
2005;71;Male;Widoed;White; Some College; Industrial;Regular o Mala; Yes;4.78;118.88
2006;31;Male;Never Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.58;97.49
2005;43;Male;Married;White; Advanced Degree; Information;Regular o Mala; Yes;4.9;134.71
2007;20;Male;Never Married;White; Some College; Industrial;Regular o Mala; No;4.28;72.15
2007;23;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.48;87.98
2007;42;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; No;3.9;49.56
2005;41;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;149.06
2009;27;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.81;122.26
2008;29;Male;Married;White; Some College; Industrial;Regular o Mala; No;4.62;101.82
2008;41;Male;Divorced;White; Some College; Industrial;Regular o Mala; Yes;4.6;99.69
2003;41;Male;Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.65;104.92
2003;22;Male;Never Married;White; Some College; Information;Regular o Mala; No;4.4;81.28
2003;39;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.3;73.78
2008;50;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.41;82.68
2006;49;Male;Never Married;White; College Grad; Industrial;Regular o Mala; Yes;500;148.41
2003;42;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.78;118.88
2008;38;Male;Married;Black; HS Grad; Information;Muy Buena o Excelente; Yes;4.86;129.45
2004;55;Male;Married;White; College Grad; Information;Regular o Mala; No;4.9;134.71
2005;47;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.38;79.85
2007;52;Male;Married;Other;  < HS Grad; Information;Muy Buena o Excelente; No;4.22;68.11
2009;56;Male;Divorced;White; College Grad; Industrial;Muy Buena o Excelente; No;3.7;40.41
2007;30;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.88;131.74
2005;56;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.9;134.71
2003;46;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.74;114.48
2009;43;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.84;126.32
2003;35;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.76;116.71
2009;58;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.7;109.83
2009;69;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.4;81.23
2006;68;Male;Divorced;White; HS Grad; Information;Regular o Mala; Yes;4.48;87.98
2004;52;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.85;127.12
2005;46;Male;Never Married;Black; College Grad; Information;Regular o Mala; Yes;4.65;104.92
2007;39;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.68;107.9
2009;66;Male;Married;White; College Grad; Industrial;Regular o Mala; No;4.7;109.83
2005;30;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.76;117.15
2006;30;Male;Divorced;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.68;107.9
2005;43;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.28;72.15
2008;49;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.08;160.64
2005;54;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2008;48;Male;Divorced;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.96;143.13
2008;37;Male;Separated;Black; Some College; Information;Muy Buena o Excelente; No;4.58;97.49
2007;46;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.95;141.78
2007;53;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;500;148.41
2009;31;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.7;109.83
2006;18;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; No;4.08;59.1
2003;49;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.03;152.53
2006;39;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.4;81.28
2003;40;Male;Married;White; HS Grad; Information;Regular o Mala; No;3.78;43.74
2008;37;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.57;96.37
2006;24;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.62;101.82
2007;35;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.88;130.98
2007;27;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.41;82.68
2003;44;Male;Never Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.88;130.98
2008;46;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.49;89.24
2005;40;Male;Married;White; Some College; Information;Regular o Mala; No;4.44;85.12
2007;39;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.11;166.32
2008;42;Male;Never Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;4.61;100.76
2003;37;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2008;58;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.81;123.09
2005;40;Male;Married;Asian; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.1;163.52
2003;27;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.45;85.38
2003;31;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.32;75.36
2008;44;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2003;38;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.53;92.66
2004;34;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.92;137.59
2005;41;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.9;134.85
2007;20;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.28;72.48
2008;28;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.18;178.53
2009;55;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.59;98.6
2008;38;Male;Married;White; College Grad; Information;Regular o Mala; No;4.75;115.38
2005;33;Male;Never Married;Black; HS Grad; Industrial;Regular o Mala; No;4.3;73.78
2009;43;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;3.6;36.67
2006;50;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.81;123.09
2008;55;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.48;87.98
2005;24;Male;Never Married;Black; Some College; Information;Muy Buena o Excelente; No;4.3;73.94
2008;41;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.18;176.99
2009;37;Male;Divorced;White; College Grad; Information;Regular o Mala; No;4.78;118.88
2005;42;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.9;134.71
2004;25;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.51;90.48
2005;45;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2009;40;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2004;43;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.88;130.98
2006;50;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;5.18;176.99
2003;42;Male;Never Married;White; HS Grad; Information;Regular o Mala; Yes;4.41;82.68
2003;38;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.88;131.74
2006;44;Male;Divorced;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2007;19;Male;Never Married;White; Some College; Industrial;Regular o Mala; No;3.72;41.44
2004;44;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.76;117.15
2003;26;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.3;73.78
2005;54;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.46;86.7
2006;32;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.6;99.69
2008;49;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.95;141.78
2005;35;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.26;70.82
2007;34;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.28;72.15
2003;23;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;400;54.6
2008;60;Male;Married;Asian; Some College; Information;Regular o Mala; Yes;4.85;127.12
2006;54;Male;Married;White; Advanced Degree; Information;Regular o Mala; Yes;4.3;73.78
2003;31;Male;Married;Black; Some College; Information;Muy Buena o Excelente; No;4.94;139.7
2006;47;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;5.08;160.64
2003;48;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; No;3.18;23.95
2005;48;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.75;115.38
2004;35;Male;Married;White; HS Grad; Information;Regular o Mala; No;4.74;114.48
